award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2023,CDB2023-008,Kingstown Port Modernization Project,Private Sector Development,Saint Vincent and the Grenadines,Works,"Canada - Aecon Construction Group Inc US$ 155, 303, 809. 73 &amp; EUR 12, 306, 663.14 (Exclusive of taxes)",Canada,"- Aecon Construction Group Inc &amp; EUR 12,306,663.14 (Exclusive of taxes)",US$,155303809.73,155303809.73,https://www.caribank.org/sites/default/files/publication-resources/230525_SVG_CAI%20-Kingstown%20Port%20Modernisation%20Project%20-%20Design%20Build%20Contractor_Aecon%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-009,Basic Needs Trust Fund 10,Poverty Alleviation,Belize,Consultancy,"Belize - Mitchell Moody Associates BZD $136,953.00 (Inclusive of taxes)",Belize,- Mitchell Moody Associates (Inclusive of taxes),BZD,136953.0,68476.5,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-010,OECS Procurement Reform Project,Private Sector Development,Regional,Consultancy,"United Kingdom - Crown Agents Limited USD 83,889",United Kingdom,- Crown Agents Limited,USD,83889.0,83889.0,https://www.caribank.org/sites/default/files/publication-resources/230516_SVG_Procurement%20Manual_Consultancy.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023,CDB
2023,CDB2023-011,Education Quality Improvement Project,Education,Saint Lucia,Works,"St. Lucia - OB Sadoo Engineering Services Ltd. XCD 3,008,779.92 (Excluding VAT of XCD 376,097.49)",St. Lucia,"- OB Sadoo Engineering Services Ltd. (Excluding VAT of XCD 376,097.49)",XCD,3008779.92,1114362.93,https://www.caribank.org/sites/default/files/publication-resources/230427_SLU_EQuIP_SALCC%20Renovation.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-012,Basic Needs Trust Fund Tenth Cycle,,Grenada,Consultancy,"St. Lucia - FDL Consult Inc. EC 312,397.50",St. Lucia,- FDL Consult Inc.,EC,312397.5,115702.78,https://www.caribank.org/sites/default/files/publication-resources/230424_GRN_CAI%20%28CONSULTANCY_SERVICES%29%20-%20BONAIR%20BRIDGE_BNTF%2010_final.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-013,Belize Social Investment Fund III (BSIF Loan III) - Contract Variation,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD 242,720.33 (Inclusive of taxes)",Belize,- Anthony Thurton and Associates Ltd. (Inclusive of taxes),BZD,242720.33,121360.16,https://www.caribank.org/sites/default/files/publication-resources/230424_BZE_CAI%20Consultancy%20Services%20for%20Cristo%20Rey%20RC%20Pre-Primary%20and%20Primary%20School_Variation.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-014,Belize Social Investment Fund III (BSIF Loan III) - Contract Variation,,Belize,Consultancy,"Belize - Anthony Thurton and Associates Ltd. BZD 370,644.42 (Inclusive of taxes)",Belize,- Anthony Thurton and Associates Ltd. (Inclusive of taxes),BZD,370644.42,185322.21,https://www.caribank.org/sites/default/files/publication-resources/230424_BZE_CAI_Consultancy%20Services%20for%20Corazon%20Technical%20High%20School.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-015,St. Kitts & Nevis Technical and Vocational Education and Training Enhancement Project,Education,Saint Kitts and Nevis,Works,"St. Kitts - Lennox Warner &amp; Partner XCD 2,165,411.05",,St. Kitts - Lennox Warner &amp; Partner,XCD,2165411.05,802004.09,https://www.caribank.org/sites/default/files/publication-resources/230406_SKN_CONTRACT%20AWARD%20INFORMATION%20-%20AVEC_edited.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-016,Essex Valley Agriculture Development Project,Food Security,Jamaica,Works,"Jamaica - Deryck A. Gibson Ltd USD 510,531.16",Jamaica,- Deryck A. Gibson Ltd,USD,510531.16,510531.16,https://www.caribank.org/sites/default/files/publication-resources/230403_JAM_Contract-Award%20%28Goods%29%20-Water%20Meters%20Revised%20310323.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-017,Essex Valley Agriculture Development Project,Food Security,Jamaica,Works,"Jamaica - Wigton Windfarm Limited USD 7,328,445.17",Jamaica,- Wigton Windfarm Limited,USD,7328445.17,7328445.17,https://www.caribank.org/sites/default/files/publication-resources/230403_JAM_Contract-Award%20%28Works%29-Distributive%20Solar%20March%2023%202023%20Revised%20310323.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-018,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Bally and Bally Investment Ltd. XCD 440,057.20",St. Vincent and the Grenadines,- Bally and Bally Investment Ltd.,XCD,440057.2,162984.15,https://www.caribank.org/sites/default/files/publication-resources/230331_SVG_Stubbs%20Village%20Road%20-%20Contract%20Award%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-019,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Bally and Bally Investment Ltd. XCD 247,544.32",St. Vincent and the Grenadines,- Bally and Bally Investment Ltd.,XCD,247544.32,91683.08,https://www.caribank.org/sites/default/files/publication-resources/230331_SVG_Diamond%20Estate%20Footpath%20-%20Contract%20Award%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-020,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Bally and Bally Investment Ltd. XCD 425,393.21",St. Vincent and the Grenadines,- Bally and Bally Investment Ltd.,XCD,425393.21,157553.04,https://www.caribank.org/sites/default/files/publication-resources/230331_SVG_Pepper%20Village%20Road%20-%20Contract%20Award%20%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=1,CDB
2023,CDB2023-021,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Jack’s Construction Services XCD 1,029,450.40",St. Vincent and the Grenadines,- Jack’s Construction Services,XCD,1029450.4,381277.93,https://www.caribank.org/sites/default/files/publication-resources/230331_SVG_New%20Chapmans%20VIllage%20Road%20-%20Contract%20Award%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-022,Basic Needs Trust Fund 10 Project,,Saint Vincent and the Grenadines,Works,"St. Vincent and the Grenadines - Jack’s Construction Services XCD 1,138,091.02",St. Vincent and the Grenadines,- Jack’s Construction Services,XCD,1138091.02,421515.19,https://www.caribank.org/sites/default/files/publication-resources/230331_SVG_Brighton%20Village%20Road%20-%20Contract%20Award%20%28Works%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-023,Rehabilitation and Reconstruction Loan Hurricane Irma,Transportation,British Virgin Islands,Consultancy,"British Virgin Islands - Tortola Paving Limited USD $643,555.00",British Virgin Islands,- Tortola Paving Limited,USD,643555.0,643555.0,https://www.caribank.org/sites/default/files/publication-resources/230330_BVI_CONTRACT_AWARD_INFORMATION%20%28WORKS%29%20FISH%20BAY.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-024,Natural Disaster Management - Rehabilitation and Reconstruction (Hurricane Tomas/North Windward),Climate,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Franco Construction Ltd XCD 6,060,539.03 (Revised Contract Amount)",,St. Vincent &amp; the Grenadines - Franco Construction Ltd (Revised Contract Amount),XCD,6060539.03,2244644.09,https://www.caribank.org/sites/default/files/publication-resources/230330_SVG_CAI%20%28WORKS%29%20-Mesopotamia%20Community%20Centre%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-025,Natural Disaster Risk Reduction and Climate Change Adaptation Project,Climate,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Joint Venture (JV): Franco Construction Ltd and Sea Operations Ltd. XCD 3,539,883.14 (Revised Contract Amount)",,St. Vincent &amp; the Grenadines - Joint Venture (JV): Franco Construction Ltd and Sea Operations Ltd. (Revised Contract Amount),XCD,3539883.14,1311067.83,https://www.caribank.org/sites/default/files/publication-resources/230330_SVG_CAI%20%28WORKS%29%20-%20Yambou%20and%20Teviot%20River%20Defense%20and%20Training%20Works%20Mesopotamia%20_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-026,Natural Disaster Risk Reduction and Climate Change Adaptation Project,Climate,Saint Vincent and the Grenadines,Works,"St. Vincent &amp; the Grenadines - Franco Construction Ltd XCD 2,069,326,.45 (Revised Contract Amount)",,"St. Vincent &amp; the Grenadines - Franco Construction Ltd ,.45 (Revised Contract Amount)",XCD,2069326.0,766417.04,https://www.caribank.org/sites/default/files/publication-resources/230330_SVG_WORKS%20-%20Union%20River%20Defense%20Training%20Works%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-027,Natural Disaster Management - Rehabilitation and Reconstruction (Hurricane Tomas/North Windward),Climate,Saint Vincent and the Grenadines,Consultancy,"Jamaica - Smith Warner International (SWIL) USD 223,980.05",Jamaica,- Smith Warner International (SWIL),USD,223980.05,223980.05,https://www.caribank.org/sites/default/files/publication-resources/230329_SVG_CONSULTANCY_SERVICES%20-%20SWIL%20-%20Sandy%20Bay%20-%20Addendum_.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-028,"Natural Disaster Management - Rehabilitation and Reconstruction - December 2013, Trough Event",Climate,Saint Vincent and the Grenadines,Consultancy,"United Kingdom - Mott MacDonald Limited USD 694,272.22",United Kingdom,- Mott MacDonald Limited,USD,694272.22,694272.22,https://www.caribank.org/sites/default/files/publication-resources/230329_SVG_CONSULTANCY_SERVICES%20-%20Mott%20Macdonald.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-029,St. Kitts and Nevis Technical Vocational Education and Training Enhancement Project,Education,Saint Kitts and Nevis,Goods,"United Kingdom - Sotex International Ltd USD $231,425.30",United Kingdom,- Sotex International Ltd,USD,231425.3,231425.3,https://www.caribank.org/sites/default/files/publication-resources/230327_SKN_Contract_Award%20%28GOODS%29%20Sotex.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-030,St. Kitts and Nevis Technical Vocational Education and Training Enhancement Project,Education,Saint Kitts and Nevis,Consultancy,"Grenada National Training Agency XCD $94,895.72",Grenada,National Training Agency,XCD,94895.72,35146.56,https://www.caribank.org/sites/default/files/publication-resources/230327_SKN_CAI_CONSULTANCY_SERVICES%20-%20Assessor%20Training%20GNTA60.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=2,CDB
2023,CDB2023-031,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - The Angelus Press Ltd BZD 29,889.98",Belize,- The Angelus Press Ltd,BZD,29889.98,14944.99,https://www.caribank.org/sites/default/files/publication-resources/230328_BZE_CAI-Goods-Belmopan%20Polyclinic_Angelus%20Press.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-032,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Price and Company Ltd BZD 2,370.00",Belize,- Price and Company Ltd,BZD,2370.0,1185.0,https://www.caribank.org/sites/default/files/publication-resources/230323_BZE_CAI-Goods-Belmopan%20Polyclinic_Price%20%26%20Company.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-033,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Belize Formulators Ltd BZD 1,845.00",Belize,Formulators Ltd,BZD,1845.0,922.5,https://www.caribank.org/sites/default/files/publication-resources/230328_BZE_CAI-Goods-Belmopan%20Polyclinic_Belize%20Formulators.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-034,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Belmopan Medical Laboratory BZD 19,392.50",Belize,- Belmopan Medical Laboratory,BZD,19392.5,9696.25,https://www.caribank.org/sites/default/files/publication-resources/230323_BZE_CAI-Goods-Belmopan%20Polyclinic_Belmopan%20Medical.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-035,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Belmopan Aggregates and Hardware Ltd BZD 1,470.00",Belize,- Belmopan Aggregates and Hardware Ltd,BZD,1470.0,735.0,https://www.caribank.org/sites/default/files/publication-resources/230323_BZE_CAI-Goods-Belmopan%20Polyclinic_Belmopan%20Aggregates.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-036,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Fultec Systems Ltd BZD 21,596.11",Belize,- Fultec Systems Ltd,BZD,21596.11,10798.06,https://www.caribank.org/sites/default/files/publication-resources/230328_BZE_CAI-Goods-Belmopan%20Polyclinic_Fultec.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-037,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - GS-COM BZD 9,250.00",Belize,- GS-COM,BZD,9250.0,4625.0,https://www.caribank.org/sites/default/files/publication-resources/230328_BZE_CAI-Goods-Belmopan%20Polyclinic_GS%20COM.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-038,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Huang Mart BZD 1,793.61",Belize,- Huang Mart,BZD,1793.61,896.8,https://www.caribank.org/sites/default/files/publication-resources/230323_BZE_CAI-Goods-Belmopan%20Polyclinic_Huang%20Mart.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-039,Belize Social Investment Fund (BSIF) III Project,,Belize,Goods,"Belize - Spiez International Ltd BZD 5,600.00",Belize,- Spiez International Ltd,BZD,5600.0,2800.0,https://www.caribank.org/sites/default/files/publication-resources/230323_BZE_CAI-Goods-Belmopan%20Polyclinic_Spiez%20Intl.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
2023,CDB2023-040,Belize Social Investment Fund III (BSIF III),,Belize,Consultancy,"Belize - Young’s Engineering Consultancy Ltd BZD 351,123.76 (Inclusive of taxes)",Belize,- Young’s Engineering Consultancy Ltd (Inclusive of taxes),BZD,351123.76,175561.88,https://www.caribank.org/sites/default/files/publication-resources/230327_BZE_CAI%20-%20Dorothy%20Menzies%20Child%20Care%20Center%20Replacement%20%28Consultancy%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2023&page=3,CDB
