project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,CORNELIO MARCOS PONCE QUISPE,,,,,Individual Consultant Selection,,,,1.0,OP00264724,Contract Award,2023/09/18,BO-EMPODERAR-368773-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264757,Contract Award,2023/05/11,BO-EMPODERAR-356771-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,ALVARO LINO AMURRIO VILLCA,,,,,Individual Consultant Selection,,,,1.0,OP00264782,Contract Award,2023/09/15,BO-EMPODERAR-368740-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,RAMIRO CLODOMIRO IBAEZ JAUREGUI,,,,,Individual Consultant Selection,,,,1.0,OP00264725,Contract Award,2023/09/18,BO-EMPODERAR-368781-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264740,Contract Award,2023/04/03,BO-EMPODERAR-349781-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,JUAN JOSE CRUZ MARTINEZ,,,,,Individual Consultant Selection,,,,1.0,OP00264758,Contract Award,2023/09/13,BO-EMPODERAR-368802-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,JOSE MARCELO MONTOYA BELLIDO,,,,,Individual Consultant Selection,,,,1.0,OP00264760,Contract Award,2023/09/13,BO-EMPODERAR-368786-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,EDGAR ALEXEHI SARAVIA VARGAS,,,,,Individual Consultant Selection,,,,1.0,OP00264762,Contract Award,2023/09/15,BO-EMPODERAR-368734-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,EDWIN MORALES ZAMBRANA,,,,,Individual Consultant Selection,,,,1.0,OP00264752,Contract Award,2023/09/18,BO-EMPODERAR-368778-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,GUILLERMO ESTEBAN RICALDI ALARCON,,,,,Individual Consultant Selection,,,,1.0,OP00264723,Contract Award,2023/09/13,BO-EMPODERAR-368733-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,12471.0,,SERGIO JANCO VARGAS,,,,,Individual Consultant Selection,,,,1.0,OP00264759,Contract Award,2023/09/15,BO-EMPODERAR-368729-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,HUGO ARCIENEGA PEREZ,,,,,Individual Consultant Selection,,,,1.0,OP00264761,Contract Award,2023/09/13,BO-EMPODERAR-368792-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,WILLIAMS IGNACIO MURILLO RODAS,,,,,Individual Consultant Selection,,,,1.0,OP00264767,Contract Award,2023/09/15,BO-EMPODERAR-368743-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,9061.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264771,Contract Award,2023/04/03,BO-EMPODERAR-349759-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,11366.0,,DANIEL DAVID TELLEZ FLORES,,,,,Individual Consultant Selection,,,,1.0,OP00264773,Contract Award,2023/09/15,BO-EMPODERAR-368731-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7834.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264497,Contract Award,2023/05/16,BO-EMPODERAR-360838-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",goods,2872.0,,MAHANAIM,,,,,Request for Quotations,,,,1.0,OP00264519,Contract Award,2023/10/31,BO-EMPODERAR-385263-GO-RFQ,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264462,Contract Award,2023/06/22,BO-EMPODERAR-356793-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264504,Contract Award,2023/06/07,BO-EMPODERAR-356806-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264478,Contract Award,2023/06/26,BO-EMPODERAR-356795-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264496,Contract Award,2023/05/11,BO-EMPODERAR-356802-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264457,Contract Award,2023/06/08,BO-EMPODERAR-356790-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,15155.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264516,Contract Award,2023/05/10,BO-EMPODERAR-360043-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264424,Contract Award,2023/05/10,BO-EMPODERAR-356785-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264475,Contract Award,2023/05/12,BO-EMPODERAR-356794-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264480,Contract Award,2023/05/10,BO-EMPODERAR-356797-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,7208.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264515,Contract Award,2023/05/10,BO-EMPODERAR-356808-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264426,Contract Award,2023/06/07,BO-EMPODERAR-356787-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264435,Contract Award,2023/05/10,BO-EMPODERAR-356788-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,12178.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264245,Contract Award,2023/04/20,BO-EMPODERAR-349761-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264197,Contract Award,2023/05/12,BO-EMPODERAR-356762-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175672,Bolivia,2023,World Bank,MDB-financed,IBRD94370,"Public Administration - Agriculture, Fishing & Forestry; Other Agriculture, Fishing and Forestry; Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business",consulting,17049.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00264219,Contract Award,2023/06/07,BO-EMPODERAR-356766-CS-INDV,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
